Target_name	Target_accession	Query_name	Query_accession	Full_seq_evalue	Full_seq_score	Full_seq_bias	Best_1_dom_evalue	Best_1_dom_score	Best_1_dom_bias	exp	reg	clu	ov	env	dom	rep	inc	Description_of_target
I-set	PF07679.18	4llu_B	-	3.9e-11	43.0	0.2	7.8e-07	29.2	0.0	2.3	2	0	0	2	2	1	1	"Immunoglobulin I-set domain"
Ig_2	PF13895.8	4llu_B	-	1.6e-09	38.1	3.1	0.00039	20.8	0.1	2.6	2	1	0	2	2	0	0	"Immunoglobulin domain"
C2-set_2	PF08205.14	4llu_B	-	3e-05	24.1	1.2	0.00025	21.2	0.5	2.1	2	0	0	2	2	1	1	"CD80-like C2-set immunoglobulin domain"
LAGLIDADG_1	PF00961.21	4lox_A	-	4.5e-54	181.8	7.9	9.8e-27	94.0	1.5	2.1	2	0	0	2	2	2	2	"LAGLIDADG endonuclease"
fn3	PF00041.23	4lpu_A	-	3e-19	69.2	0.4	3.7e-19	69.0	0.4	1.1	1	0	0	1	1	1	1	"Fibronectin type III domain"
C1-set	PF07654.17	4lst_L	-	2e-24	85.8	0.5	3.8e-24	84.9	0.5	1.5	1	0	0	1	1	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	4lst_L	-	7.8e-15	55.1	1.3	3.5e-13	49.8	0.0	2.4	2	1	0	2	2	1	1	"Immunoglobulin V-set domain"
Ig_3	PF13927.8	4lst_L	-	5.7e-13	49.3	1.2	1.1e-05	26.0	0.3	2.2	2	0	0	2	2	0	0	"Immunoglobulin domain"
ig	PF00047.27	4lst_L	-	8.6e-08	32.4	1.3	0.0046	17.2	0.3	2.6	2	1	0	2	2	0	0	"Immunoglobulin domain"
I-set	PF07679.18	4lst_L	-	2.5e-07	30.8	0.1	0.0025	17.9	0.0	2.4	2	1	0	2	2	0	0	"Immunoglobulin I-set domain"
C2-set_2	PF08205.14	4lst_L	-	4.2e-05	23.6	0.5	0.00047	20.2	0.1	2.1	2	0	0	2	2	0	0	"CD80-like C2-set immunoglobulin domain"
C1-set	PF07654.17	4lvh_B	-	2.2e-17	63.3	0.0	4.7e-16	59.0	0.0	2.2	2	0	0	2	2	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	4lvh_B	-	6.5e-12	45.7	0.6	7.1e-11	42.4	0.0	2.6	2	1	1	3	3	1	1	"Immunoglobulin V-set domain"
Ig_3	PF13927.8	4lvh_B	-	8.8e-09	35.9	0.8	0.0062	17.1	0.0	2.9	2	1	0	2	2	0	0	"Immunoglobulin domain"
ig	PF00047.27	4lvh_B	-	1.4e-08	34.9	0.4	0.0012	19.1	0.2	2.9	2	2	0	2	2	0	0	"Immunoglobulin domain"
Peptidase_M23	PF01551.24	4lxc_A	-	4.5e-27	94.2	1.5	8.3e-27	93.3	0.8	1.9	2	0	0	2	2	1	1	"Peptidase family M23"
SH3_5	PF08460.12	4lxc_A	-	3.9e-22	78.2	0.1	8e-22	77.2	0.1	1.5	1	0	0	1	1	1	1	"Bacterial SH3 domain"
FtsK_SpoIIIE	PF01580.20	4lya_A	-	6.6e-30	104.3	0.0	3.9e-20	72.3	0.0	3.1	2	1	0	2	2	2	2	"FtsK/SpoIIIE family"
DUF87	PF01935.19	4lya_A	-	4.8e-08	33.5	0.2	0.031	14.5	0.0	3.3	3	0	0	3	3	0	0	"Helicase HerA, central domain"
AAA	PF00004.31	4lya_A	-	0.0002	21.9	0.4	0.098	13.2	0.1	2.8	2	1	0	2	2	0	0	"ATPase family associated with various cellular activities (AAA)"
CoV_peptidase	PF08715.12	4m0w_A	-	3.9e-154	512.8	4.2	4.4e-154	512.7	4.2	1.0	1	0	0	1	1	1	1	"Coronavirus papain-like peptidase"
ABC_membrane	PF00664.25	4m1m_A	-	1.5e-171	569.3	34.2	1.8e-94	316.5	10.1	2.3	2	0	0	2	2	2	2	"ABC transporter transmembrane region"
ABC_tran	PF00005.29	4m1m_A	-	8.5e-75	249.9	0.4	5.1e-36	124.3	0.0	2.5	2	0	0	2	2	2	2	"ABC transporter"
SMC_N	PF02463.21	4m1m_A	-	8.2e-17	61.5	3.7	2.9e-07	30.3	0.5	3.8	2	2	1	3	3	0	0	"RecF/RecN/SMC N terminal domain"
AAA_16	PF13191.8	4m1m_A	-	7.9e-10	39.4	2.2	0.0011	19.5	0.1	3.2	2	1	0	2	2	0	0	"AAA ATPase domain"
ABC_ATPase	PF09818.11	4m1m_A	-	7.5e-10	38.3	0.7	0.00019	20.5	0.0	2.9	3	0	0	3	3	1	1	"Predicted ATPase of the ABC class"
AAA_22	PF13401.8	4m1m_A	-	3.1e-08	34.1	1.2	0.0076	16.6	0.1	3.4	2	2	0	2	2	0	0	"AAA domain"
Zeta_toxin	PF06414.14	4m1m_A	-	5.8e-08	32.4	1.8	0.0064	16.0	0.0	3.7	4	0	0	4	4	0	0	"Zeta toxin"
Rad17	PF03215.17	4m1m_A	-	1.6e-07	31.5	0.9	0.0026	17.8	0.1	2.7	2	1	0	2	2	0	0	"Rad17 P-loop domain"
AAA	PF00004.31	4m1m_A	-	1e-06	29.3	3.4	0.16	12.5	0.1	4.4	2	2	0	2	2	0	0	"ATPase family associated with various cellular activities (AAA)"
AAA_5	PF07728.16	4m1m_A	-	9.7e-06	25.7	0.3	0.49	10.5	0.1	3.9	3	1	0	3	3	0	0	"AAA domain (dynein-related subfamily)"
PPR_2	PF13041.8	4m57_A	-	4e-120	392.0	26.3	1.5e-14	54.0	0.2	13.8	4	3	12	16	16	9	9	"PPR repeat family"
PPR_1	PF12854.9	4m57_A	-	1.7e-100	328.5	7.5	3e-14	52.5	0.0	16.8	17	0	0	17	17	3	3	"PPR repeat"
PPR	PF01535.22	4m57_A	-	3.2e-101	324.9	37.0	2.4e-08	33.8	0.0	19.3	19	1	0	19	19	15	15	"PPR repeat"
PPR_3	PF13812.8	4m57_A	-	2.4e-97	319.1	0.0	3.1e-14	52.9	0.0	10.1	7	2	2	10	10	9	9	"Pentatricopeptide repeat domain"
PPR_long	PF17177.6	4m57_A	-	3.2e-45	154.2	0.5	1.3e-10	41.0	0.0	6.2	2	2	4	6	6	3	3	"Pentacotripeptide-repeat region of PRORP"
TPR_14	PF13428.8	4m57_A	-	2.9e-11	43.2	13.6	0.32	12.0	0.2	11.0	9	3	5	14	14	0	0	"Tetratricopeptide repeat"
Mtf2	PF19189.2	4m57_A	-	2.4e-10	40.6	0.1	0.007	16.2	0.0	5.9	2	2	0	5	5	0	0	"Mtf2 family"
TPR_12	PF13424.8	4m57_A	-	4.4e-09	36.6	6.3	1.6	9.2	0.0	7.5	8	1	0	8	8	0	0	"Tetratricopeptide repeat"
TPR_19	PF14559.8	4m57_A	-	2.8e-07	31.0	4.1	0.26	11.9	0.1	7.2	9	1	1	10	10	0	0	"Tetratricopeptide repeat"
ECSIT	PF06239.13	4m57_A	-	3.4e-07	29.7	0.0	0.45	9.7	0.0	7.6	4	4	4	8	8	0	0	"Evolutionarily conserved signalling intermediate in Toll pathway"
BTAD	PF03704.19	4m57_A	-	1.4e-05	25.6	3.2	1.5	9.3	0.9	4.6	4	0	0	4	4	0	0	"Bacterial transcriptional activator domain"
C1-set	PF07654.17	4m7j_H	-	6.6e-20	71.4	0.4	3.2e-16	59.5	0.1	2.5	3	0	0	3	3	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	4m7j_H	-	3.5e-13	49.8	0.5	3.9e-12	46.4	0.1	2.1	2	0	0	2	2	1	1	"Immunoglobulin V-set domain"
ig	PF00047.27	4m7j_H	-	5.6e-05	23.3	3.7	0.082	13.2	0.5	2.5	2	2	0	2	2	0	0	"Immunoglobulin domain"
NB-ARC	PF00931.24	4m9y_B	-	3.5e-75	252.5	0.1	4.9e-75	252.1	0.1	1.2	1	0	0	1	1	1	1	"NB-ARC domain"
CARD	PF00619.23	4m9y_B	-	1.7e-12	47.3	0.2	7.7e-12	45.2	0.0	2.3	3	0	0	3	3	1	1	"Caspase recruitment domain"
TPR_19	PF14559.8	4mal_B	-	3.1e-06	27.7	1.9	5.2e-06	26.9	1.7	1.5	1	1	0	1	1	1	1	"Tetratricopeptide repeat"
DUSP	PF06337.14	4mem_B	-	7.6e-21	74.6	0.6	1.2e-20	74.0	0.6	1.3	1	0	0	1	1	1	1	"DUSP domain"
Ubiquitin_3	PF14836.8	4mem_B	-	7.9e-13	48.3	0.1	1.3e-12	47.6	0.1	1.3	1	0	0	1	1	1	1	"Ubiquitin-like domain"
MatE	PF01554.20	4mlb_B	-	5.1e-60	201.9	31.8	9.6e-37	126.2	6.9	3.0	4	0	0	4	4	2	2	"MatE"
Polysacc_synt_C	PF14667.8	4mlb_B	-	2.2e-09	37.6	48.4	1.7e-08	34.8	18.2	4.6	2	2	2	4	4	1	1	"Polysaccharide biosynthesis C-terminal domain"
HD	PF01966.24	4mlm_A	-	1.3e-08	35.2	0.0	3.1e-08	33.9	0.0	1.6	1	1	0	1	1	1	1	"HD domain"
Fusion_gly	PF00523.20	4mmv_B	-	3e-114	382.1	11.7	3.6e-114	381.8	11.7	1.0	1	0	0	1	1	1	1	"Fusion glycoprotein F0"
Fibritin_C	PF07921.14	4mmv_B	-	3e-06	27.4	0.1	1.2e-05	25.4	0.1	2.2	1	1	0	1	1	1	1	"Fibritin C-terminal region"
ANF_receptor	PF01094.30	4mqe_A	-	8.7e-72	242.3	0.0	1e-71	242.1	0.0	1.0	1	0	0	1	1	1	1	"Receptor family ligand binding region"
Peripla_BP_6	PF13458.8	4mqe_A	-	1.5e-20	74.4	0.0	4.1e-20	72.9	0.0	1.6	1	1	0	1	1	1	1	"Periplasmic binding protein"
LpxC	PF03331.15	4mqy_A	-	3.4e-107	358.1	0.0	3.9e-107	357.9	0.0	1.0	1	0	0	1	1	1	1	"UDP-3-O-acyl N-acetylglycosamine deacetylase"
ABC_tran	PF00005.29	4mrr_A	-	7.4e-35	120.5	0.0	1.4e-34	119.7	0.0	1.5	1	0	0	1	1	1	1	"ABC transporter"
ABC_membrane	PF00664.25	4mrr_A	-	3.2e-32	112.4	5.5	4e-32	112.0	5.5	1.1	1	0	0	1	1	1	1	"ABC transporter transmembrane region"
cNMP_binding	PF00027.31	4muv_A	-	4.2e-21	74.9	0.0	6.1e-21	74.4	0.0	1.3	1	0	0	1	1	1	1	"Cyclic nucleotide-binding domain"
V-set	PF07686.19	4mxv_F	-	9.1e-16	58.1	0.5	7e-15	55.3	0.1	2.4	3	0	0	3	3	1	1	"Immunoglobulin V-set domain"
C1-set	PF07654.17	4mxv_F	-	2.5e-15	56.7	0.0	1.4e-14	54.3	0.0	2.1	3	0	0	3	3	1	1	"Immunoglobulin C1-set domain"
Ig_3	PF13927.8	4mxv_F	-	9.9e-08	32.5	1.6	0.0012	19.5	0.1	2.8	2	1	0	2	2	0	0	"Immunoglobulin domain"
ig	PF00047.27	4mxv_F	-	7.6e-08	32.5	1.2	0.0016	18.7	0.1	3.2	2	2	0	2	2	0	0	"Immunoglobulin domain"
7tm_1	PF00001.23	4n6h_A	-	4.2e-60	203.4	18.0	5.3e-60	203.1	18.0	1.1	1	0	0	1	1	1	1	"7 transmembrane receptor (rhodopsin family)"
Cytochrom_B562	PF07361.13	4n6h_A	-	2e-26	92.7	3.7	2.9e-26	92.2	3.7	1.2	1	0	0	1	1	1	1	"Cytochrome b562"
7TM_GPCR_Srsx	PF10320.11	4n6h_A	-	1.5e-09	37.8	14.1	1.9e-09	37.4	14.1	1.2	1	0	0	1	1	1	1	"Serpentine type 7TM GPCR chemoreceptor Srsx"
7TM_GPCR_Srx	PF10328.11	4n6h_A	-	2.7e-07	30.5	11.1	4.2e-07	29.9	11.1	1.3	1	0	0	1	1	1	1	"Serpentine type 7TM GPCR chemoreceptor Srx"
7TM_GPCR_Srv	PF10323.11	4n6h_A	-	1.1e-06	28.3	10.0	1.5e-06	27.9	9.5	1.5	1	1	0	1	1	1	1	"Serpentine type 7TM GPCR chemoreceptor Srv"
Hormone_recep	PF00104.32	4n73_A	-	7.6e-26	91.1	0.3	9.7e-26	90.8	0.3	1.1	1	0	0	1	1	1	1	"Ligand-binding domain of nuclear hormone receptor"
SBF	PF01758.18	4n7w_A	-	1.9e-41	142.0	18.6	1.9e-41	142.0	18.6	1.7	1	1	1	2	2	1	1	"Sodium Bile acid symporter family"
SBF_like	PF13593.8	4n7w_A	-	1e-20	74.4	17.4	1.2e-20	74.2	17.4	1.1	1	0	0	1	1	1	1	"SBF-like CPA transporter family (DUF4137)"
GTP_EFTU	PF00009.29	4ncf_A	-	3.1e-34	118.3	0.0	1.4e-33	116.2	0.0	1.9	1	1	0	1	1	1	1	"Elongation factor Tu GTP binding domain"
IF-2	PF11987.10	4ncf_A	-	1.5e-23	83.1	0.0	3.1e-23	82.1	0.0	1.6	1	0	0	1	1	1	1	"Translation-initiation factor 2"
GTP_EFTU_D2	PF03144.27	4ncf_A	-	2.6e-10	40.6	0.2	7.5e-10	39.2	0.0	1.9	2	0	0	2	2	1	1	"Elongation factor Tu domain 2"
MMR_HSR1	PF01926.25	4ncf_A	-	9.9e-08	32.2	0.4	1.9e-06	28.0	0.0	2.8	3	0	0	3	3	1	1	"50S ribosome-binding GTPase"
GFP	PF01353.24	4ndj_A	-	3.2e-26	92.3	0.3	4.4e-26	91.8	0.3	1.1	1	0	0	1	1	1	1	"Green fluorescent protein"
Homeodomain	PF00046.31	4ndj_A	-	3.8e-07	30.0	3.2	8.4e-07	28.8	3.2	1.6	1	0	0	1	1	1	1	"Homeodomain"
Epimerase_2	PF02350.21	4nes_A	-	2.2e-124	414.9	0.2	2.6e-124	414.7	0.2	1.0	1	0	0	1	1	1	1	"UDP-N-acetylglucosamine 2-epimerase"
Glyco_trans_4_2	PF13477.8	4nes_A	-	5.2e-05	23.5	0.0	0.00011	22.5	0.0	1.5	1	0	0	1	1	0	0	"Glycosyl transferase 4-like"
Knl1_RWD_C	PF18210.3	4nf9_A	-	1.2e-32	113.4	1.7	1.6e-32	113.0	1.7	1.2	1	0	0	1	1	1	1	"Knl1 RWD C-terminal domain"
2-Hacid_dh	PF00389.32	4njm_A	-	1.3e-30	105.9	0.1	1.5e-30	105.7	0.1	1.1	1	0	0	1	1	1	1	"D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain"
2-Hacid_dh_C	PF02826.21	4njm_A	-	2.8e-30	105.0	0.0	1.6e-29	102.6	0.0	1.9	2	0	0	2	2	1	1	"D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain"
IMS	PF00817.22	4nlg_A	-	5.4e-43	146.6	0.2	1e-42	145.7	0.2	1.5	1	0	0	1	1	1	1	"impB/mucB/samB family"
IMS_HHH	PF11798.10	4nlg_A	-	5.3e-10	39.1	0.1	3.8e-09	36.4	0.0	2.4	2	0	0	2	2	1	1	"IMS family HHH motif"
DnaB_C	PF03796.17	4nmn_A	-	3.9e-103	344.3	0.2	8.2e-103	343.2	0.1	1.6	2	0	0	2	2	1	1	"DnaB-like helicase C terminal domain"
DnaB	PF00772.23	4nmn_A	-	1.3e-21	76.7	0.1	4.9e-21	74.8	0.0	2.0	2	0	0	2	2	1	1	"DnaB-like helicase N terminal domain"
AAA_25	PF13481.8	4nmn_A	-	4.1e-08	33.1	0.0	6.8e-08	32.4	0.0	1.3	1	0	0	1	1	1	1	"AAA domain"
Hormone_recep	PF00104.32	4nqa_I	-	5.1e-27	95.0	0.2	5.1e-27	95.0	0.2	1.5	2	0	0	2	2	1	1	"Ligand-binding domain of nuclear hormone receptor"
zf-C4	PF00105.20	4nqa_I	-	5.9e-25	87.6	15.9	1.2e-24	86.7	15.9	1.5	1	0	0	1	1	1	1	"Zinc finger, C4 type (two domains)"
C1-set	PF07654.17	4nrx_H	-	3.5e-17	62.6	0.0	1.3e-16	60.8	0.0	1.9	2	0	0	2	2	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	4nrx_H	-	6.9e-11	42.4	3.8	3.8e-10	40.0	0.7	3.2	3	1	0	3	3	1	1	"Immunoglobulin V-set domain"
Ig_3	PF13927.8	4nrx_H	-	5.2e-08	33.4	2.6	0.0099	16.5	0.2	2.9	2	1	0	2	2	0	0	"Immunoglobulin domain"
ig	PF00047.27	4nrx_H	-	3.3e-07	30.5	1.3	0.00089	19.5	0.2	3.4	3	1	0	3	3	0	0	"Immunoglobulin domain"
BAR_3	PF16746.7	4nsw_A	-	3.1e-67	226.8	0.2	4.1e-67	226.4	0.2	1.1	1	0	0	1	1	1	1	"BAR domain of APPL family"
PH	PF00169.31	4nsw_A	-	1.8e-15	57.4	0.2	3.9e-15	56.4	0.2	1.6	1	0	0	1	1	1	1	"PH domain"
ADK	PF00406.24	4ntz_A	-	2e-55	187.1	0.0	2.4e-55	186.9	0.0	1.0	1	0	0	1	1	1	1	"Adenylate kinase"
AAA_17	PF13207.8	4ntz_A	-	6.6e-26	91.4	0.7	7.9e-26	91.2	0.1	1.4	2	0	0	2	2	1	1	"AAA domain"
Capsid-VNN	PF11729.10	4nww_B	-	1.2e-17	64.0	1.4	1.6e-17	63.6	1.4	1.3	1	1	0	1	1	1	1	"nodavirus capsid protein"
Viral_coat	PF00729.20	4nww_B	-	2.5e-06	27.6	0.1	3.7e-06	27.0	0.1	1.3	1	0	0	1	1	1	1	"Viral coat protein (S domain)"
Thioredoxin_6	PF13848.8	4nwy_A	-	2.6e-19	69.9	0.2	3.1e-19	69.6	0.2	1.1	1	0	0	1	1	1	1	"Thioredoxin-like domain"
C1-set	PF07654.17	4nzt_L	-	4.4e-31	107.2	0.3	2.1e-30	105.0	0.3	1.9	2	0	0	2	2	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	4nzt_L	-	8.2e-19	67.9	0.3	1.6e-17	63.7	0.0	2.5	2	1	0	2	2	1	1	"Immunoglobulin V-set domain"
Ig_3	PF13927.8	4nzt_L	-	8e-12	45.6	5.1	2.4e-05	24.9	0.2	2.3	2	1	0	2	2	0	0	"Immunoglobulin domain"
ig	PF00047.27	4nzt_L	-	1.8e-10	40.9	0.8	0.001	19.3	0.4	2.6	2	1	0	2	2	0	0	"Immunoglobulin domain"
I-set	PF07679.18	4nzt_L	-	2.4e-07	30.8	0.1	0.0049	17.0	0.0	2.3	2	0	0	2	2	0	0	"Immunoglobulin I-set domain"
C2-set_2	PF08205.14	4nzt_L	-	8.3e-06	25.9	1.8	0.00026	21.1	0.5	2.3	2	0	0	2	2	1	1	"CD80-like C2-set immunoglobulin domain"
PGK	PF00162.21	4o33_A	-	6.1e-150	499.5	0.3	6.9e-150	499.3	0.3	1.0	1	0	0	1	1	1	1	"Phosphoglycerate kinase"
C1-set	PF07654.17	4o5l_H	-	2.6e-17	63.0	0.2	1.4e-16	60.7	0.0	2.3	3	0	0	3	3	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	4o5l_H	-	9.7e-09	35.5	0.9	1.4e-07	31.8	0.1	2.8	3	1	0	3	3	1	1	"Immunoglobulin V-set domain"
Ig_3	PF13927.8	4o5l_H	-	2.3e-07	31.3	1.2	0.017	15.7	0.2	2.9	2	2	0	2	2	0	0	"Immunoglobulin domain"
ig	PF00047.27	4o5l_H	-	8.4e-06	26.0	2.6	0.00093	19.4	0.2	3.1	2	2	0	2	2	0	0	"Immunoglobulin domain"
C1-set	PF07654.17	4o5l_L	-	3.3e-31	107.6	0.6	1e-30	106.0	0.4	1.8	2	0	0	2	2	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	4o5l_L	-	1.2e-16	60.9	0.4	9.3e-16	58.1	0.0	2.3	2	1	0	2	2	1	1	"Immunoglobulin V-set domain"
Ig_3	PF13927.8	4o5l_L	-	1.4e-11	44.8	5.3	3.4e-05	24.4	0.2	2.3	2	0	0	2	2	0	0	"Immunoglobulin domain"
ig	PF00047.27	4o5l_L	-	5.5e-10	39.4	1.3	0.0012	19.1	0.5	2.5	2	1	0	2	2	0	0	"Immunoglobulin domain"
C2-set_2	PF08205.14	4o5l_L	-	1.9e-06	27.9	2.6	0.0004	20.5	0.5	2.3	2	0	0	2	2	0	0	"CD80-like C2-set immunoglobulin domain"
I-set	PF07679.18	4o5l_L	-	1.9e-05	24.7	0.3	0.18	12.0	0.1	2.4	2	1	0	2	2	0	0	"Immunoglobulin I-set domain"
Sortase	PF04203.15	4o8t_C	-	2.8e-20	72.4	0.0	3.5e-20	72.1	0.0	1.1	1	0	0	1	1	1	1	"Sortase domain"
PNTB	PF02233.18	4o9u_B	-	1.7e-175	584.5	22.1	1.9e-175	584.3	22.1	1.0	1	0	0	1	1	1	1	"NAD(P) transhydrogenase beta subunit"
Asp	PF00026.25	4obz_C	-	2.2e-34	119.4	1.5	2.5e-34	119.2	1.5	1.0	1	0	0	1	1	1	1	"Eukaryotic aspartyl protease"
TAXi_N	PF14543.8	4obz_C	-	2e-09	38.0	1.3	2e-07	31.5	0.4	2.0	1	1	1	2	2	1	1	"Xylanase inhibitor N-terminal"
C1-set	PF07654.17	4odv_H	-	1.2e-17	64.2	0.2	3.6e-16	59.4	0.1	2.5	2	1	0	2	2	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	4odv_H	-	1.8e-14	53.9	1.5	6.8e-13	48.8	0.1	2.2	2	0	0	2	2	1	1	"Immunoglobulin V-set domain"
Ig_3	PF13927.8	4odv_H	-	3.6e-08	33.9	2.0	0.01	16.5	0.0	2.7	2	1	0	2	2	0	0	"Immunoglobulin domain"
ig	PF00047.27	4odv_H	-	8.1e-07	29.2	2.8	0.047	14.0	1.6	3.1	2	2	0	2	2	0	0	"Immunoglobulin domain"
SBP_bac_5	PF00496.24	4oes_A	-	8.8e-91	304.8	0.6	1.1e-90	304.5	0.6	1.1	1	0	0	1	1	1	1	"Bacterial extracellular solute-binding proteins, family 5 Middle"
Transferrin	PF00405.19	4oqo_A	-	4.8e-84	282.4	6.0	5.8e-84	282.2	6.0	1.1	1	0	0	1	1	1	1	"Transferrin"
Hormone_recep	PF00104.32	4ozr_U	-	1e-34	120.1	0.0	1.5e-34	119.6	0.0	1.2	1	0	0	1	1	1	1	"Ligand-binding domain of nuclear hormone receptor"
SBP_bac_3	PF00497.22	4p0g_A	-	2.9e-27	95.6	0.1	5.5e-27	94.7	0.0	1.5	2	0	0	2	2	1	1	"Bacterial extracellular solute-binding proteins, family 3"
SLT	PF01464.22	4p0g_A	-	2.4e-20	72.5	0.0	5e-20	71.4	0.0	1.5	1	0	0	1	1	1	1	"Transglycosylase SLT domain"
SRP68	PF16969.7	4p3f_B	-	1.1e-72	246.0	11.0	1.2e-72	245.8	11.0	1.0	1	0	0	1	1	1	1	"RNA-binding signal recognition particle 68"
SMP_LBD	PF17047.7	4p42_A	-	4e-125	414.2	0.7	5.9e-125	413.7	0.7	1.2	1	0	0	1	1	1	1	"Synaptotagmin-like mitochondrial-lipid-binding domain"
C2	PF00168.32	4p42_A	-	1.5e-37	128.1	0.2	1.6e-20	73.4	0.0	2.6	3	0	0	3	3	2	2	"C2 domain"
Dynamin_N	PF00350.25	4p4u_A	-	9.8e-50	169.0	0.2	1.8e-49	168.1	0.2	1.4	1	0	0	1	1	1	1	"Dynamin family"
Dynamin_M	PF01031.22	4p4u_A	-	6.4e-41	140.5	1.3	6.4e-41	140.5	1.3	1.6	2	0	0	2	2	1	1	"Dynamin central region"
MMR_HSR1	PF01926.25	4p4u_A	-	4.5e-05	23.6	0.7	0.00073	19.7	0.6	2.5	1	1	0	1	1	0	0	"50S ribosome-binding GTPase"
Adap_comp_sub	PF00928.23	4p6z_M	-	4.3e-92	308.3	0.6	8e-92	307.4	0.3	1.5	2	0	0	2	2	1	1	"Adaptor complexes medium subunit family"
Clat_adaptor_s	PF01217.22	4p6z_M	-	5.3e-05	23.3	0.9	9.2e-05	22.5	0.9	1.4	1	0	0	1	1	0	0	"Clathrin adaptor complex small chain"
HicB_lk_antitox	PF15919.7	4p7d_B	-	4.4e-25	88.3	0.0	5e-25	88.1	0.0	1.0	1	0	0	1	1	1	1	"HicB_like antitoxin of bacterial toxin-antitoxin system"
FadR_C	PF07840.14	4p96_A	-	6.5e-69	231.1	0.8	8.6e-69	230.7	0.8	1.1	1	0	0	1	1	1	1	"FadR C-terminal domain"
GntR	PF00392.23	4p96_A	-	1.5e-20	72.7	0.3	3.6e-20	71.5	0.0	1.9	2	0	0	2	2	1	1	"Bacterial regulatory proteins, gntR family"
CAF1C_H4-bd	PF12265.10	4pc0_B	-	3e-28	98.0	0.5	1.5e-27	95.8	0.1	2.3	2	0	0	2	2	1	1	"Histone-binding protein RBBP4 or subunit C of CAF1 complex"
WD40	PF00400.34	4pc0_B	-	1.2e-26	92.5	14.7	3.5e-07	30.9	0.0	5.6	5	0	0	5	5	5	5	"WD domain, G-beta repeat"
eIF2A	PF08662.13	4pc0_B	-	6.5e-05	23.0	0.6	0.014	15.4	0.0	3.1	3	0	0	3	3	0	0	"Eukaryotic translation initiation factor eIF2A"
SBP_bac_5	PF00496.24	4pfu_B	-	6.7e-69	232.8	3.0	9.2e-69	232.3	3.0	1.1	1	0	0	1	1	1	1	"Bacterial extracellular solute-binding proteins, family 5 Middle"
Ig_3	PF13927.8	4pgz_A	-	1.5e-12	47.9	0.1	7.5e-05	23.3	0.0	2.2	2	0	0	2	2	0	0	"Immunoglobulin domain"
I-set	PF07679.18	4pgz_A	-	1e-06	28.8	0.7	0.14	12.3	0.0	3.1	2	1	0	2	2	0	0	"Immunoglobulin I-set domain"
Cpn60_TCP1	PF00118.26	4pj1_A	-	8.3e-86	288.7	18.2	3.1e-85	286.8	18.2	1.7	1	1	0	1	1	1	1	"TCP-1/cpn60 chaperonin family"
Cpn10	PF00166.23	4pj1_Z	-	3.9e-29	100.6	0.1	4.5e-29	100.4	0.1	1.0	1	0	0	1	1	1	1	"Chaperonin 10 Kd subunit"
Thioredoxin	PF00085.22	4pom_A	-	5.8e-32	109.9	1.9	6.7e-32	109.6	1.9	1.0	1	0	0	1	1	1	1	"Thioredoxin"
DIM1	PF02966.18	4pom_A	-	1.1e-05	25.3	0.2	1.3e-05	25.1	0.2	1.0	1	0	0	1	1	1	1	"Mitosis protein DIM1"
PDZ	PF00595.26	4pqw_A	-	3.9e-15	56.0	0.0	4.8e-15	55.8	0.0	1.0	1	0	0	1	1	1	1	"PDZ domain"
PDZ_6	PF17820.3	4pqw_A	-	1.7e-14	53.5	0.3	2.3e-14	53.1	0.3	1.1	1	0	0	1	1	1	1	"PDZ domain"
PDZ_2	PF13180.8	4pqw_A	-	2.5e-07	31.1	0.0	2.9e-07	30.8	0.0	1.2	1	0	0	1	1	1	1	"PDZ domain"
Transglut_C	PF00927.24	4pyg_A	-	1e-49	167.1	0.0	1.5e-26	92.7	0.0	2.3	2	0	0	2	2	2	2	"Transglutaminase family, C-terminal ig like domain"
Transglut_N	PF00868.22	4pyg_A	-	1.1e-33	116.1	0.0	2.1e-33	115.3	0.0	1.5	1	0	0	1	1	1	1	"Transglutaminase family"
Transglut_core	PF01841.21	4pyg_A	-	1.9e-17	63.9	0.3	3.5e-17	62.9	0.3	1.4	1	0	0	1	1	1	1	"Transglutaminase-like superfamily"
EF-hand_7	PF13499.8	4q04_B	-	1.7e-12	47.7	0.0	1e-08	35.6	0.0	2.3	2	1	0	2	2	1	1	"EF-hand domain pair"
EF-hand_6	PF13405.8	4q04_B	-	2.6e-11	42.5	0.1	0.032	14.2	0.1	3.4	3	0	0	3	3	0	0	"EF-hand domain"
EF-hand_1	PF00036.34	4q04_B	-	4e-11	41.7	0.1	0.00098	18.6	0.4	3.4	3	0	0	3	3	0	0	"EF hand"
EF-hand_5	PF13202.8	4q04_B	-	7.3e-08	31.7	0.0	0.093	12.4	0.0	3.4	3	0	0	3	3	1	1	"EF hand"
