CLUSTER_REP,SUBCLUSTER_REP,SUBCLUSTER_MEMBERS
3wwhA,3wwiC,"['3wwiH', '3wwiL', '3wwiJ', '3wwiE', '3wwiG', '3wwiI', '3wwiK', '3wwiA', '3wwhA', '3wwiD', '3wwiF', '3wwiB']"
3cvjA,3cvjD,"['3cvjB', '3cvjA', '3cvjC']"
2fqwA,2fqyA,"['2fqxA', '2fqwA']"
2oaq2,2oap1,"['2oaq1']"
2oaq2,2oap2,"['2oaq2']"
2ghoD,1i6vD,"['1hqmD']"
2ghoD,2ghoD,"[]"
4aoqE,4aorF,"['4aorD', '4aoqD', '4aorE', '4aoqE', '4aoqF']"
3l8kA,3l8kB,"['3l8kA']"
5kqrA,5vimA,"['5wz1G', '5wz1H', '5ulpB', '5wz1A', '5gp1C', '5gp1B', '5gozA', '5kqrA', '5wz2B', '5gozC', '5wz1C', '5wz1E', '5vimB', '5njvA', '5gozB', '5wxbA', '5wz2C', '5m5bA', '5njvB', '5njuB', '5wz1F', '5m5bB', '5wz1B', '5gp1A', '5kqsA', '5mrkA', '5njuA', '5wz2A', '5wz1D', '5mrkB', '5ulpA', '5njvC', '5njvD']"
2o4cA,2o4cB,"['2o4cA']"
2imdA,2imfA,"['2imdA', '2imeA']"
3ilnA,3ilnB,"['3ilnA']"
4qhlA,4qhmE,"['4qhmC', '4qhmG', '4qhmA', '4qhlC']"
4qhlA,4qhlA,"[]"
5qgvA,5qgzA,"['5qh1A', '5qh3A', '5qheA', '5qgmA', '5qgtA', '5qh9A', '5qglA', '5qh0A', '5qh2A', '5qgkA', '5qgqA', '5qhaA', '5qhgA', '5qhcA', '5qghA', '5qh8A', '5qh5A', '5qhhA', '5qgsA', '5qhfA', '5qgiA', '5qggA', '5qguA', '5qgnA', '5qh4A', '5qgxA', '5qgyA', '5qgoA', '5qgvA', '5qgpA', '5qh6A', '5qh7A', '5qgrA', '5qhbA', '5qgwA', '5qgjA']"
3kikG,3kikF,"['3kikE', '3kikH', '3kikG']"
2axjA,2axjA,"['2axjB']"
4w6zA,4w6zB,"['5envB', '4w6zC', '4w6zA', '5envA', '4w6zD']"
3ga0A,4lceA,"['4u6sA', '2hu2A', '3ga0A', '4u6qA', '1mx3A', '1hkuA', '1hl3A']"
1u2lA,1u2kA,"['1u2jH', '1u2lB', '1u2jG', '1u2jC', '1u2jE', '1u2jD', '1u2jB', '1u2jF', '1u2jA', '1u2lA']"
5xwuB,5xwuD,"['5xwuB']"
1bh9A,1bh8A,"['1bh9A']"
3ojlA,3ojlA,"['3ojoA', '3ojoB', '3ojlB']"
2ftxB,5t6jA,"['2ftxB']"
1jjfA,1jjfA,"['1jt2A']"
1qrpE,1qrpE,"['3utlA', '1psnA', '1psoE', '1flhA']"
5cdvA,5cdlA,"['5giuA', '5giqA', '5cdvA']"
3renA,3renB,"['3renA']"
4lvnA,4lvoA,"['4lvnA']"
1p8tA,1p8tA,"['1oznA']"
1bp3A,1hwhA,"['1hwgA', '1bp3A', '1axiA', '1a22A', '3hhrA']"
6izkA,6izkB,"['6k2hA', '6izkA', '6izjA']"
5dt6A,5dt6A,"['5ictA']"
3orfA,3orfC,"['3orfA', '3orfB', '3orfD']"
4oqpA,4oqpA,"['4oqqA', '4oqqB']"
1k24A,1k24A,"[]"
3cfiB,2retB,"['3cfiE', '3cfiK', '3cfiB', '3cfiH']"
6s29C,6s29C,"['6s29A', '6s1rA']"
4k3vB,5hdqA,"['4nnoA', '4nnpB', '4nnpA']"
2mllA,2mllA,"['1ce7A']"
4bopB,4bopA,"['4bopB']"
5zhpA,4u15A,"['5zhpB', '4u16A', '4u16B', '5zhpA', '4u15B']"
1jyoA,1jyoB,"['1jyoA', '1jyoD', '1jyoC']"
3uhjA,3uhjF,"['3uhjC', '3uhjE', '3uhjB', '3uhjA', '3uhjH', '3uhjD', '3uhjG']"
5n2aB,5n28E,"['5n28B', '5n2aB']"
5oxtA,2yp1A,"['2yorA', '5oxuA', '6ekzA', '5oy2A', '6ekyA', '2yp1B', '6ekwA', '6el4A', '6el0A', '2yorB', '2yp1D', '6ekxA', '5oy1A', '2yp1C', '5oxtA', '5oxtB', '5oxtC']"
2vpdD,2vpbB,"['2vpdD', '2vp7B', '2vpdB']"
4heaJ,4he8J,"['4heaR', '4heaJ', '4he8D']"
5d9wA,5d9tA,"['5d9xA', '5d9wA', '5d9vA']"
6l5uA,6l5uA,"['6l61B']"
2v6gA,2v6fA,"['2v6gA']"
4uonA,5g4bA,"['4uonB', '4uonA', '4agkA', '4agjA']"
3b4sA,3b4sG,"['3b4sA', '3b4sE', '3b4sC']"
3b4sA,3b4sD,"['3b4sF', '3b4sH', '3b4sB']"
2e9wB,2e9wA,"['2e9wB']"
6oc7L,6vbqB,"['6vbqL', '6vbqF', '5uslC', '6vbqD', '5uslL']"
6oc7L,6phdL,"['6oc7L']"
3r5yD,3r5yD,"['3r5yA', '3r5yC', '3r5yB']"
1bdyA,1bdyB,"['1bdyA']"
6ekgY,6ekhY,"['6ekgY']"
3kh2A,3kh2A,"['3kh2D', '3kh2C', '3kh2B', '3dd7C', '3k33A', '3dd7A']"
3kh2A,3dd9D,"['3dd9H']"
4l9xB,5hmfA,"['4l9xA', '5hmdB', '3ls9A', '4lh8B', '5hmeB', '3lscA', '3lsbA', '3ls9B', '3lscB', '4lh8A', '5hmdA', '5hmeA', '5hmfB', '4l9xB', '3lsbB']"
1s4eF,1s4eH,"['1s4eD', '1s4eI', '1s4eF', '1s4eC', '1s4eE']"
5j0fA,5j0fB,"['5j0fA']"
2pcrB,2pcrA,"['2pcrD', '2pcrB', '2pcrC']"
4pbuF,4pbuF,"['5e7cF', '5e79f', '5e7cf', '5h2fF', '4il6f', '4rvyf', '4rvyF', '5h2ff', '5zznF', '4pbuf', '5zznf', '4il6F', '5e79F']"
3sqnA,3sqnA,"[]"
4ptyD,4pu0D,"['4pu0B', '6dqpA', '4ptyD', '4ptyA', '4ptyB', '4ptzA', '6dqiB', '4pu0C', '6dqiA', '4ptzD', '4pu0A', '6dqpB', '4ptyC', '6dqoA', '4ptzC', '4ptzB']"
5y23A,6ifpA,"['5ztdB', '2ux6A', '5ysgC', '1zibA', '5ysgA', '6aknB', '4yl4A', '5wv4A', '1ziaA', '5ysgB', '2jkwB', '5ysgD', '1bqkA', '2ux7A', '5y23B', '5yw3A', '5yw3C', '5z0xA', '2uxgA', '6ifpC', '1bqrA', '5xmoA', '2uxfA', '5yw3B', '5z0xB', '2jkwA', '5wv4B', '5yw3D', '6aknA', '5ztdA', '5y23A']"
4wv3B,4wv3A,"['4wv3B']"
3bkrA,3bkrA,"['3bksA']"
4xa1B,4xa1B,"[]"
4xa1B,4xa1A,"[]"
1b4uB,1bouB,"['1bouD', '1b4uB', '1b4uD']"
2hblA,5c0yA,"['2hbkA', '5c0yB', '2hbjA', '2hblA', '2hbmA']"
2w54A,2w3rE,"['1jrpA', '2w3sG', '2w3sC', '1jrpG', '1jrpC', '2w54G', '2w3rC', '2w3sA', '2w54A', '2w3rA', '2w54C', '2w55A', '2w55E', '1jrpE', '2w3sE', '2w54E', '1jroC', '1jroG', '2w55C', '2w55G', '2w3rG', '1jroE', '1jroA']"
2yowA,5ijuB,"['2yowA', '2yowB', '2yoxA', '2yoxB', '2yoyB', '5ijuA', '2yoyA']"
4nr2A,4nr2A,"['4nr2E', '4nr2G', '4nr2C', '4nr2D', '4nr2F', '4nr2B', '4nr2H']"
4xscB,4xscB,"['4xsdD', '4xscD']"
2z06A,2cv9B,"['2cv9D', '2z06A', '2z06B', '2z06D', '2z06C', '2cv9A', '2cv9C']"
4s1kA,4zqxA,"['4s1lA', '4s1kA']"
6p5hA,6p5hB,"['6p5hA']"
4k5bA,4k5bA,"['4k5bB']"
6jniA,6jniE,"['6jniH', '6jgxB', '6jgxA', '6jniA', '6jniD', '6jywA']"
3hipA,3hipA,"['3hipC', '3hipB']"
3cc0A,3cc0B,"['3cc0C', '3cc0A']"
2z80A,2z80A,"['2z80B']"
5byzA,5byzA,"['5byyA', '4zslA', '6hknA', '4zsjA', '4zsgA', '6hkmA', '5o7iA']"
3n1xB,3rn9B,"['2incB', '2indB', '3rnbB', '1t0qB', '3rnfB', '3n1zB', '3n1yB', '3rncB', '3rneB', '1t0sB', '2rdbB', '3n1xB', '1t0rB', '3n20B', '3rnaB', '3rngB']"
4r96H,4r96B,"['4r96H', '4r96D']"
4r96H,4r96F,"[]"
1wrbA,1wrbA,"['1wrbB']"
6mpzA,6mpzB,"['6mpzC', '6mpzA', '6mpzD']"
1cqdA,1cqdA,"['1cqdB', '1cqdD', '1cqdC']"
6cjkC,6cjkA,"['6cjkC']"
5xr2C,5xr2A,"['5xr2H', '5xr2G', '5xr2F', '5xr2E', '5xr2B', '5xr2C', '5xr2D']"
6b0hD,6b0hD,"['6b0hB']"
4xdzB,4xdzB,"['4xehA', '4xdzA']"
1uf9A,1uf9B,"['1uf9A', '1uf9C']"
2vhxE,2vhvB,"['4lmpA', '2voeC', '2voeE', '2vhzB', '2vhwD', '2vhwF', '2voeB', '2vhxA', '2vhxB', '2voeA', '2vojA', '2vhxF', '2vhwA', '2vhwE', '2vhxD', '2voeD', '2vhwC', '2vojC', '2vhvA', '2vhzA', '2voeF', '2vojE', '2vhwB', '2vhxE', '2vhxC']"
3mklB,3mklB,"[]"
4e6nB,4e6nB,"['4e6nD']"
3cwrA,3cwrA,"['3cwrB']"
5hxcA,3v5sA,"['5jdgA', '3v5uA', '5jdlA', '5jdqA', '5hxhB', '5hwyA', '5hxcA', '5hwxA', '5jdfA', '5hxeA', '5jdhA', '5jdnA', '5hxhA', '5hxsA', '5hyaA', '5hxrA', '5jdmA']"
6ergE,6erfD,"['6erfB', '1jeqB', '1jeyB', '6erfF', '6erfH']"
6ergE,6erhB,"['6ergB', '6ergE', '6erhD']"
1e4xL,1e4xL,"['1e4xM', '1e4wL']"
3t6gA,3t6gA,"[]"
2w1tA,2w1tB,"[]"
2w1tA,2w1tA,"[]"
5c4xB,3s2dB,"['5c4xB', '3howB', '3k7aB', '3s15B', '4a3mB', '3s1rB', '3po2B', '4a3fB', '4bbrB', '2b63B', '1y1vB', '3houN', '3rzoB', '3s2hB', '3hoxB', '1y1yB', '2nvxB', '3m3yB', '5c3eB', '6upxB', '3s1qB', '5c44B', '4a3bB', '2vumB', '1y1wB', '4a3jB', '5u5qB', '6uq3B', '3i4mB', '5ip7B', '4y52B', '3hozB', '2ja7N', '5ip9B', '3gtqB', '3rzdB', '3s14B', '3gtlB', '4by7B', '4a3cB', '3gtmB', '3hovB', '6upyB', '1pqvB', '3qt1B', '2r93B', '3fkiB', '3gtoB', '3gtgB', '2ja6B', '3gtkB', '5c4jB', '4a3dB', '2ja8B', '3gtjB', '6uq0B', '2r7zB', '1y77B', '2b8kB', '2nvqB', '3gtpB', '3i4nB', '1r9tB', '4bbsB', '4x6aB', '1sfoB', '4a3eB', '2nvtB', '6upzB', '4a3kB', '4y7nB', '3hoyB', '2ja5B', '4a3gB', '6uq2B', '3h3vC', '3k1fB', '3po3B', '3houB', '5ot2B', '4by1B', '2e2jB', '2yu9B', '4x67B', '5c4aB', '3s1nB', '2r92B', '2ja7B', '3s17B', '3s16B', '4a3iB', '3s1mB', '2e2iB', '6uq1B', '3m4oB', '4a3lB']"
6q45A,6q45C,"['6q45J', '6q45B', '6q45I', '6q45K', '6q45A']"
5t5qC,5t5qA,"['5t5qD', '5t5qC', '5t5qB']"
6kroA,5zqpA,"['5zqrA', '5zqqA', '6kroA', '5zqoA', '6a84A']"
3qjjA,3qjlA,"['3qjpA', '3qjlB', '3qjjB', '3qjjA']"
4b2tZ,4b2tz,"['4b2tZ']"
2uu7A,2uu7C,"['2uu7B', '2qc8A', '2uu7M', '2qc8E', '2uu7A', '2uu7J', '2qc8G', '2uu7E', '2uu7G', '2uu7K', '2qc8C', '2qc8D', '2qc8J', '2qc8B', '2uu7H', '2uu7D', '2qc8I', '2uu7O', '2ojwD', '2ojwB', '2ojwA', '2uu7I', '2ojwE', '2uu7N', '2qc8F', '2qc8H', '2uu7F', '2uu7L', '2ojwC']"
3w8xA,6fp3A,"['6fowB', '6fy8A', '6fyfB', '6fygA', '6fowD', '4xloA', '6fygD', '6fowC', '6fowA', '6foqB', '6fyaA', '3w8zA', '6fyfD', '6fygC', '4xloD', '6fyeB', '3w8wB', '6fyfC', '6fycB', '6fy9A', '6fydD', '6fybA', '6fyaB', '6fycA', '6foqC', '6fyfA', '3w8zB', '6fp3D', '3w8xB', '6fyeA', '6fybC', '3w8wA', '6fp3B', '6foqD', '6fydA', '3w8xA', '6fp3C', '6fybB', '4xloC', '6fydB', '6fydC', '6fygB', '4xloB', '6foqA', '6fybD']"
5zslB,5zshA,"['5zshB', '5zsmA', '5zsiB', '5gmfA', '5gmfB', '5zsbA', '6if5B', '5zseB', '5zsnA', '5zsaB', '5zseA', '5zsiA', '6if5A', '5zsmB', '5zsfB', '5zsfA', '5zsjB', '5gmfD', '5gmgA', '5zslB', '5zsdA', '5zsjA', '5zslA', '5zsaA', '5zscB', '5gmhB', '5zsgB', '5zsgA', '5zsbB', '5gmfC', '5zscA', '5gmgB', '5zsnB', '5zsdB', '5gmhA']"
4hp4B,4hp4A,"['4hp4B']"
3iupA,3iupB,"['3iupA']"
6wk3D,6wk3B,"['6wk3D', '6wk3C', '6wk3A']"
2fztB,2g42A,"['2fztA', '2g42B', '2fztB']"
6nukA,6nukA,"['6nukB']"
6zgqB,6zgqA,"['6zgqB']"
5butI,4j7cL,"['5butL', '4j7cK', '4j7cJ', '4j7cI', '5butI', '5butJ', '5butK']"
1uklC,1uklD,"['1uklC', '1uklF', '1uklE']"
5tkzA,5bjrA,"['5tkzB', '5tkzA']"
5lj8A,5lj8A,"['5lj8B']"
4a1jA,4a1iD,"['1y7mB', '4a1kA', '4a1jB', '4a1iH', '4a1iB', '4a1jA', '4a1iA', '4a1iF', '4a1iE', '4a1iG', '4a1iC', '1y7mA']"
5wggA,5whyA,"['5wggA', '5whyB']"
1x6pA,1x6zA,"['1x6rA', '2py0A', '1x6pA', '1x6qA', '1x6xX', '1x6yA', '1dzoA']"
5k4wC,5k4vC,"['5k50E', '5k50I', '5k4yE', '5k4yF', '5k4uA', '5k50C', '5lc1A', '5k50G', '5lc1B', '5l9aB', '5lc1F', '5k50J', '5k4yB', '5lc1E', '5lc1D', '5l9aA', '5k4uC', '5k4yD', '5k4wA', '5k4qF', '5k50A', '5k4qD', '5k4yA', '5k4qB', '5lc1C', '5k4tA', '5k4yC', '5k4qC', '5k4vA', '5k4qA', '5k4wC', '5k4qE']"
2nxnB,2nxnB,"[]"
4kzxL,4kzyL,"['4kzzL', '4kzxL']"
1jshA,1jshA,"['1jsiA', '1jsdA']"
5z16B,5z16B,"['5z16A']"
4m85A,4m85B,"['4m85D', '4m85C', '4m85A']"
4a8yA,1hi1A,"['2jlgA', '4a8yA', '1uvnC', '1uvmB', '1uvjA', '1uvkA', '4a8qB', '4b02A', '1hi0Q', '2jl9A', '1hi8A', '1hhtP', '4a8sA', '1hhsB', '1uviA', '4a8wA', '4a8oC', '1hhtR', '1hi1C', '4a8yB', '1wacC', '1hi0P', '4a8wB', '1uvnE', '4a8kC', '4a8qC', '4a8fB', '4a8mP', '2jlgB', '4a8wC', '2jlfC', '1uvlA', '4a8yC', '2jlfA', '1uvlE', '1uvmC', '4b02B', '1uvjB', '4a8oB', '4a8sB', '1hhsC', '2jlgC', '4a8fA', '2jl9C', '4a8qA', '1wacB', '1uvkC', '1uvjC', '1uvnA', '4a8kA', '2jl9B', '1hi1B', '4a8sC', '4a8kB', '4a8mQ', '1wacA', '1hi8B', '1hhtQ', '1uvkE', '4b02C', '2jlfB', '1uviB', '4a8fC', '1uviC', '1hi0R', '4a8mR', '1uvmA', '1hhsA', '1uvlC', '4a8oA']"
6h6vF,6h6vC,"['6h6vE', '6h6xB', '6h6vF', '6h6vA', '6h6vB', '6h6xA', '6h6vD']"
4wolA,4wo1A,"['4wo1D', '4wo1C', '4wolA', '4wolB', '4wolC', '4wo1B']"
4iv6B,4iv6A,"['4iv6B']"
1l9xB,1l9xD,"['1l9xC', '1l9xB', '1l9xA']"
4zjnA,6ibgB,"['4zjnC', '4zjnB', '4zjnA', '5ngdD', '5ngdB', '5ngdA', '6ibgA', '5ngdC', '6ibgC']"
4k2uI,4k2uI,"[]"
6tzxA,6tzxA,"['5u32A', '6u03A']"
6fhoA,6sw2A,"['2x3nA', '6sw1A', '6fhoA']"
5awwG,5awwG,"['5ch4G']"
4dckA,4ovnF,"['4ovnG', '4ovnH', '4ovnI', '4dckA', '4ovnJ']"
3t77B,4hgwB,"['3sy0B', '2r1xB', '3okeB', '2r2bB', '3okkB', '3okmB', '3bpcB', '3t77B', '2r2hB', '1q9kB', '2r23B', '1q9lB', '3oklB', '1q9lD', '3okdB', '2r1yB', '3t4yB', '3oknB', '3t65B', '2r2eB']"
3es6A,1zagB,"['1t7zA', '6r2uA', '1t80A', '6r2uF', '1t7yA', '1zagA', '6r2uD', '6r2uE', '1t7xA', '1t7vA', '1t7wA', '6r2uC', '1zagC', '6r2uB', '1zagD', '3es6A']"
4aoxA,4aosA,"['4aoxA', '4ap3A', '4ap1A']"
4eqiB,4eqiA,"['4ev4A', '4euzA', '6dmhA', '4eqiB']"
4kv5J,4kv5H,"['4kv5G', '4kv5E', '4kv5J']"
4uqaA,4uqdA,"['4uqbA', '5a6lA', '4uqcA', '4ckqA', '5a6mA', '4uq9A', '4uqeA', '4uqaA']"
4v15A,4v15A,"['4v15B']"
4j1yA,4j1yA,"['4j1yB']"
4djzA,3govA,"['4djzA', '4djzC']"
1pxuA,1jc7A,"['1pxuA', '1jb3A', '3i70A']"
2xtsA,2xtsC,"['2xtsA']"
6aobA,6aobB,"['6aobA', '6aoaA']"
1e9xA,2bz9A,"['2w0bA', '2bz9B', '2w09A', '2ci0A', '1u13A', '1e9xA', '1h5zA', '1ea1A', '1x8vA', '2vkuA', '2cibA', '2w0aA']"
6dnuB,6dnlA,"['6dnuB', '6dnuA']"
4gfgA,5lmaA,"['6hm6A', '4xg3B', '3fqeA', '4xg9B', '5t68B', '4i0rA', '5tt7A', '5t68A', '4fz7A', '4gfgA', '4yjrA', '4yjpA', '4xg7A', '5ghvB', '3srvB', '3fqhA', '4px6A', '4xg4A', '4yjvA', '4yjsA', '5cxhA', '4puzB', '4fyoA', '5lmbA', '4rssA', '4rx7A', '4dflA', '4rx9A', '5ghvA', '5lmbB', '3srvA', '5c27A', '5cy3A', '4dfnA', '4rx8A', '4xg3A', '4fynA', '4pv0A', '6vovB', '4wnmA', '4yjtA', '5tr6A', '4xg6A', '1xbcA', '5cxzA', '4fl1A', '4puzA', '3fqsA', '4i0tA', '4yjoA', '4i0sA', '5c26A', '1xbbA', '1xbaA', '4yjqA', '5tiuA', '5y5uA', '4fz6A', '6hm7A', '4yjuA', '4f4pA', '6vovA']"
3m5kA,3m5kA,"['3m5kB']"
3kq4A,2pmvC,"['2pmvA', '3kq4E', '3kq4C', '3kq4A']"
1p33B,1p33D,"['1p33C', '1p33B', '1p33A']"
6gefA,6gefE,"['6gefB', '6gefD', '6gefA']"
6gefA,6gefC,"['6gefF']"
5j9hA,5j81A,"['5j9hA']"
2yd7A,2yd6A,"['2yd7B', '2yd7A']"
3szpA,3t1bC,"['3t1bB', '3szpA']"
3szpA,3t1bA,"['3t1bD', '3szpB']"
4a9zC,4a9zC,"[]"
5xmdB,5xmdA,"['5xmdB']"
3hciA,3hciB,"['3hciA']"
3hciA,3hcjA,"['3hcjB']"
6ea7A,5f1bA,"['6ea7A', '6oz9A', '6ea7C', '6ea7E']"
5h59A,5h5jA,"['5vw9A', '5vw2A', '5vw6A', '5vw5A', '3lo8A', '1jb9A', '3lvbA', '5vwbA', '5vw8A', '5h5jC', '5vw7A', '5vwaA', '5vw3A', '5h59A', '5vw4A']"
2p9jB,2p9jE,"['2p9jG', '2p9jF', '2p9jC', '2p9jD', '2p9jB', '2p9jA', '2p9jH']"
3n2bA,3n2bA,"['3n2bD', '3n2bC']"
6mjsA,4hhwA,"['1r1cB', '6mjsA', '6mjrC', '6mjtB', '4k9jA', '3iboC', '4hipA', '6mjsB', '3iboA', '6mjtA', '4hipB', '3iboD', '1r1cA', '3u25A', '6mjrB', '6mjrD', '3iboB', '1r1cC', '2i7oA', '6mjsD', '1r1cD', '3u25B', '6mjsC', '4hhwB', '6mjrA']"
3ewpA,3ewpB,"['3ewpA', '3ewoB', '3ewoA']"
6hd3A,6hd3C,"['6hd3A']"
3riwB,3riwB,"['4gedA', '5al9A', '5alaB', '3riwA', '5ammA', '3rivA', '5alaA', '5ammB', '3rivB']"
5evoA,5evoA,"['5iqyA']"
5ysfB,5ysfA,"['5ysfB', '5yseA', '5ysdB', '5yseB', '5ysdA']"
5ysfB,5ysbB,"['5ysbA']"
2j8dM,3v3yM,"['4tqqM', '3du3M', '2uwvM', '2rcrM', '1kbyM', '1jgzM', '1rgnM', '1ry5M', '1ds8S', '1k6nM', '1aijS', '2jiyM', '1umxM', '1fnpM', '1jh0M', '1yf6M', '3zumM', '4rcrM', '4in7M', '1pstM', '1rzzM', '1z9jB', '1dv3S', '4hbjM', '2uwuM', '1mpsM', '1e6dM', '1rzzS', '2j8dM', '1rqkM', '1ds8M', '1fnqM', '3v3zM', '2jj0M', '1rzhM', '4in6M', '1s00S', '1jgyM', '5lriM', '2hg3M', '1jgwM', '1m3xM', '1ystM', '2ux3M', '2ux4M', '2hitM', '2gnuM', '1k6lM', '2wx5M', '4n7lM', '1dv6S', '1aijM', '1ogvM', '2hhkM', '2uwtM', '1dv3M', '3i4dM', '1rg5M', '2uxjM', '3zuwM', '5v33M', '5lseM', '2uwsM', '2uxlM', '2uwwM', '4hbhM', '1rvjM', '4h9lM', '3dtsM', '2uxkM', '1dv6M', '2hj6M', '1jgxM', '3duqM', '2uxmM', '4in5M', '3dtrM', '2hg9M', '1e14M', '1z9kB', '2bnsB', '2bozM', '3dsyM', '2gmrM', '3dtaM', '3du2M', '1qovM', '2j8cM', '4lwyM', '1s00M', '2hh1M', '2bnpB', '4n7kM', '1pssM', '2ux5M', '1pcrM', '4h99M', '1f6nM']"
5truH,5truh,"['5truH', '6jc2H']"
4hrgA,4hrgA,"['4hrhA', '4hrhB', '4hrgB']"
3kmtA,3kmtB,"['3kmtA', '3kmtC']"
3kmtA,3kmjA,"[]"
6lz4B,6lz4E,"['6lz4B']"
3tr2B,3tr2A,"['3tr2B']"
1czfA,1czfB,"['1czfA']"
5y5sT,5y5sT,"['5y5s0']"
3ib6A,3ib6D,"['3ib6C', '3ib6A', '3ib6B']"
1zvfA,1zvfA,"['1zvfB']"
2ftrA,2ftrA,"['2ftrB']"
1o7iA,1o7iA,"['1o7iB']"
3nppA,3nppB,"['3nppA']"
5ue9B,5kswB,"['5kswD', '5ue9D', '5ue9B']"
4npeA,4npeA,"['4zmdA', '4wwiA', '4wwiB', '4zncC', '4npdA', '4zncB', '4zncA', '4zmdB', '4wwiC']"
6ktbA,6ktbA,"['6ktaA', '6ktbB', '6ktaB']"
6h1nA,6fbxA,"['6h1nA']"
1uw5A,1uw5B,"['1t27A', '1uw5C', '1uw5D', '1uw5A']"
1uw5A,1kcmA,"[]"
5ygeA,6addA,"['6addB', '5yo2B', '5yo2A']"
5ygeA,5ygeA,"['5ygeB']"
5iu2B,4y85A,"['4y83A', '4y83B', '4y85C', '4y85B', '5iu2B', '5iu2A']"
6h3uL,6h3uM,"['6h3uL']"
2z5xA,2z5xA,"['2z5yA', '2bxsB', '2bxsA']"
4nkoB,4nkoD,"['4nkoF', '4nkoB']"
3wbaA,3gnoA,"['3wbeA', '3gnpA', '3wbaA', '3gnrA']"
4f3yA,4f3yA,"['4f3yB']"
4ll6A,4ll6A,"[]"
2gl0A,1wvqA,"['2gl0A', '2gl0B', '2gl0D', '1wvqB', '2jb7A', '2jb7C', '2gl0E', '2jb7B', '2gl0C', '1wvqC', '2gl0F']"
4og8A,5db1A,"['4x5yA', '5ddfA', '6bxyA', '4gq4A', '5db0A', '6o5iA', '4og6A', '4og5A', '4og7A', '5ddeA', '5ddaA', '5dddA', '6by8A', '5db2A', '4og8A', '5dd9A', '4og3A', '5db3A', '5ddbA', '4og4A', '4gq3A', '4gq6A', '5ddcA', '6bxhA', '4x5zA', '4gpqA']"
2abxA,2abxA,"['2abxB']"
5czjB,5czjB,"['5czjA']"
5b22B,5b22A,"['5b22B']"
4i6uA,4x4hB,"['3clcC', '4fn3A', '4x4cD', '4ivzB', '4ia8B', '4i8tA', '4x4fA', '4f8dB', '4iwrB', '4x4fC', '4i6uA', '4x4iB', '4iwrA', '4x4bC', '4x4bA', '4x4bD', '4i6tB', '4i6tA', '4fbiD', '4iwrE', '4ia8A', '3ufdA', '4x4eD', '4i6rA', '4x4cC', '4x4cA', '4fbiB', '4x4bB', '3s8qB', '4x4hA', '4i8tB', '4i6uE', '4i6uC', '4iwrF', '3clcA', '4i6uD', '4ivzA', '4i6uB', '4x4hD', '4x4gC', '4fbiA', '4ivzF', '4x4fD', '4x4iD', '4x4eA', '4x4gD', '4x4eC', '4x4eB', '4i6rB', '4f8dA', '4x4gA', '4x4fB', '4x4dB', '4fn3B', '3clcD', '4fbiC', '4x4cB', '3ufdB', '4x4iC', '3ufdE', '4x4dA', '4x4gB', '4x4iA', '4i6uF', '3s8qA', '4x4dC', '4x4hC', '4ivzE', '4x4dD', '3clcB', '3ufdF']"
3iprB,3iprD,"['3iprF', '3iprA', '3iprE', '3iprB', '3iprC']"
6dwfG,6dwhL,"['6dwhH', '6dwfL', '6dwfH', '6dwhK', '2go2A', '6dwfG', '6dwhG', '6dwhJ', '6dwfJ', '6dwfI', '6dwfK', '6dwhI', '4zotA']"
5wpiA,5wpiB,"['5wpiA']"
3rpcA,3rpcA,"['3rpcD', '3rpcC', '3rpcB']"
2ajrA,2ajrB,"['2ajrA']"
4zlaA,4zlaA,"['4zi6C', '4zlaF', '4zlaC', '4zi6D', '4zlaE', '4zi6F', '4zlaB', '4zi6A', '4zi6E', '4zi6B', '4zlaD']"
3bxzB,3bxzB,"['3bxzA']"
2detA,2deuB,"['2derB', '2derA', '2detA', '2deuA']"
6qycB,6qycB,"['6qycC', '6qycA', '6r2qC']"
6ri3A,6ri3A,"['6ri3E', '6ri3B', '6ri3C', '6ri3D', '6ri3F']"
2zpkH,2zpkH,"[]"
2zpkH,2zpkI,"[]"
5wwxA,5wwxA,"['5wwzA', '5wwzB', '5wwzC']"
4uypB,4uypB,"['4uypD']"
4jg1L,4jfyA,"['4jg0L', '4jfyL', '4jfxA', '4jg1L', '4jfzL', '4jfxL']"
2gaaA,2ga8A,"['2gaaA']"
3mq2A,3mq2B,"['3mq2A']"
3aqvA,2yzaA,"['3aqvA', '2h6dA']"
4o4sA,4o4sF,"['4o4sC', '4o4sH', '4o4sG', '4o4sJ', '4o4sE', '4o4oA', '4o4sI', '4o4sK', '4o4sL', '4o4oB', '4o4sA', '4o4sB', '4o4sD']"
3u37H,4devH,"['3u37E', '4devD', '4devG', '3u37C', '4devB', '3u37D', '3u37A', '3u37B', '4devC', '3u37H', '3u37G', '4devF', '4devE', '3u37F', '4devA']"
1sh7A,1sh7B,"['1s2nA', '1sh7A', '1s2nB']"
3c8oB,3c8oA,"['3c8oB']"
